School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
042527,PACIFIC RIM CHRISTIAN UNIVERSITY,2223 HOONEE PLACE,HONOLULU,HI,96819,N/A,N/A,N/A
042529,INTERNATIONAL BEAUTY EDUCATION CENTER,12832 WEST SUNSET HIGHWAY,AIRWAY HEIGHTS,WA,99001,N/A,N/A,N/A
042531,ALLIED HEALTH CAREERS INSTITUTE,1233 COMMERCE PARK,MURFREESBORO,TN,37130,N/A,N/A,N/A
042534,CLOVIS COMMUNITY COLLEGE,10309 NORTH WILLOW AVENUE,FRESNO,CA,93730,N/A,N/A,N/A
042535,RAVENSBOURNE UNIVERSITY LONDON,6 PENROSE WAY,LONDON,FC,00000,N/A,ENGLAND,SE10 0EW
042536,CLAREMONT LINCOLN UNIVERSITY,150 WEST 1ST STREET,CLAREMONT,CA,91711,N/A,N/A,N/A
042537,SACRAMENTO ULTRASOUND INSTITUTE,2233 WATT AVENUE,SACRAMENTO,CA,95825,N/A,N/A,N/A
042540,PHIPPS ACADEMY OF BARBERING,3732 SAUK TRAIL ROAD,RICHTON PARK,IL,60471,N/A,N/A,N/A
042542,INTER AMERICAN UNIVERSITY OF PUERTO RICO,AVENIDA INTERAMERICANA,SAN GERMAN,PR,00683,N/A,N/A,N/A
042543,PETS PLAYGROUND GROOMING SCHOOL,1296 N. FEDERAL HIGHWAY,POMPANO BEACH,FL,33062,N/A,N/A,N/A
042544,ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME,1600 SOUTH COLLEGE STREET,MOUNTAIN HOME,AR,72653,N/A,N/A,N/A
042546,MEDICAL PREP INSTITUTE OF TAMPA BAY,2304 E BUSCH BOULEVARD,TAMPA,FL,33612,N/A,N/A,N/A
042549,CINCINNATI SCHOOL OF BARBERING & HAIR DE,6500 COLERAIN AVENUE,CINCINNATI,OH,45239,N/A,N/A,N/A
042551,U.S. TRUCK DRIVER TRAINING SCHOOL,6500 15 MILE ROAD,STERLING HEIGHTS,MI,48312,N/A,N/A,N/A
042553,HOSS LEE ACADEMY,200 WHYTE AVENUE,ROSEVILLE,CA,95661,N/A,N/A,N/A
042554,REGAN CAREER INSTITUTE,11350 VALLEY BOULEVARD,EL MONTE,CA,91731,N/A,N/A,N/A
042555,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSM,202 COMMERCE STREET,JACKSON,AL,36545,N/A,N/A,N/A
042556,INTERNATIONAL DIVING INSTITUTE,2340 AVENUE F,N CHARLESTON,SC,29405,N/A,N/A,N/A
042557,BOLIVAR TECHNICAL COLLEGE,1135 NORTH OAKLAND AVENUE,BOLIVAR,MO,65613,N/A,N/A,N/A
042561,INDIANA COLLEGE OF SPORTS & MEDICAL MASS,10585 N MERIDIAN STREET,CARMEL,IN,46290,N/A,N/A,N/A
042562,KENNY'S ACADEMY OF BARBERING,2150 LAFAYETTE ROAD,INDIANAPOLIS,IN,46222,N/A,N/A,N/A
042564,SAN BERNARDINO BEAUTY COLLEGE,600 NORTH SIERRA WAY,SAN BERNARDINO,CA,92410,N/A,N/A,N/A
042566,MAK BEAUTY INSTITUTE,570 LAKELAND PLAZA,CUMMING,GA,30040,N/A,N/A,N/A
042567,REFORMED UNIVERSITY,1724 ATKINSON ROAD,LAWRENCEVILLE,GA,30043,N/A,N/A,N/A
042568,ARKANSAS COLLEGES OF HEALTH EDUCATION,7000 CHAD COLLEY BOULEVARD,FORT SMITH,AR,72916,N/A,N/A,N/A
042571,UNIVERSITEIT MAASTRICHT,MINDERBROEDERSBERG 4-6,MAASTRICHT,FC,00000,N/A,THE NETHERLANDS,6211 LK
042578,MOBILE TECHNICAL TRAINING,460 US HIGHWAY 46 WEST,SOUTH HACKENSACK,NJ,07606,N/A,N/A,N/A
042579,AMERICAN BARBER AND BEAUTY ACADEMY,733 LANCASTER AVENUE,READING,PA,19607,N/A,N/A,N/A
042580,SEATTLE FILM INSTITUTE,3210 16TH AVENUE W,SEATTLE,WA,98119,N/A,N/A,N/A
042582,CHRISTINA AND COMPANY EDUCATION CENTER,220 MEIJER DRIVE,LAFAYETTE,IN,47905,N/A,N/A,N/A
042585,PREMIERE INTERNATIONAL COLLEGE,2055 CENTRAL AVENUE,FORT MYERS,FL,33901,N/A,N/A,N/A
042589,MASTER'S BARBER & STYLING COLLEGE,14665 D LEBANON ROAD,OLD HICKORY,TN,37138,N/A,N/A,N/A
042590,YESHIVA SHAAR EPHRAIM,178 MAPLE AVENUE,MONSEY,NY,10952,N/A,N/A,N/A
042593,BURRELL COLLEGE OF OSTEOPATHIC MEDICINE,3501 ARROWHEAD DRIVE,LAS CRUCES,NM,88001,N/A,N/A,N/A
042595,UNIVERSITY OF THE WEST OF SCOTLAND,HIGH STREET,PAISLEY,FC,00000,N/A,SCOTLAND,PA1 2BE
042596,SHILOH UNIVERSITY,416 D AVENUE,KALONA,IA,52247,N/A,N/A,N/A
042597,UNIVERSITY OF SAINT KATHERINE,277 RANCHEROS DRIVE,SAN MARCOS,CA,92069,N/A,N/A,N/A
042598,CALIFORNIA INSTITUTE OF ARTS & TECHNOLOG,2820 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108,N/A,N/A,N/A
042600,INSTITUTE OF MEDICAL ULTRASOUND,817 WEST PEACHTREE STREET,ATLANTA,GA,30308,N/A,N/A,N/A
042602,"ELITE COSMETOLOGY, BARBER & SPA ACADEMY",2606 WEST NOB HILL BOULEVARD,YAKIMA,WA,98902,N/A,N/A,N/A
042604,CUTTING EDGE ACADEMY,45 SUNSET STRIP AND ROUTE 10 EAST,SUCCASUNNA,NJ,07876,N/A,N/A,N/A
042605,DIGITAL MEDIA INSTITUTE AT INTERTECH,2031 KINGS HIGHWAY,SHREVEPORT,LA,71103,N/A,N/A,N/A
042609,MYSTROS BARBER ACADEMY,1434 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,N/A,N/A,N/A
042612,YESHIVA BAIS AHARON,905 PARK AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042613,EUROPEAN MEDICAL SCHOOL OF MASSAGE,2921 WINDMILL ROAD,SINKING SPRING,PA,19608,N/A,N/A,N/A
042615,MECHON L'HOYROA,168 MAPLE AVENUE,MONSEY,NY,10952,N/A,N/A,N/A
042622,ELYON COLLEGE,1400 WEST 6TH STREET,BROOKLYN,NY,11204,N/A,N/A,N/A
042623,LEEDS ARTS UNIVERSITY,BLENHEIM WALK,LEEDS,FC,00000,WEST YORKSHIRE,ENGLAND,LS2 9AQ
042629,WESTERN MICHIGAN UNIVERSITY HOMER STRYKE,1000 OAKLAND DRIVE,KALAMAZOO,MI,49008,N/A,N/A,N/A
042630,HARMONY HEALTH CARE INSTITUTE,"10 AL PAUL LANE, SUITE 204",MERRIMACK,NH,03054,N/A,N/A,N/A
042634,FLORIDA POLYTECHNIC UNIVERSITY,4700 RESEARCH WAY,LAKELAND,FL,33805,N/A,N/A,N/A
042635,AMERICAN BEAUTY SCHOOLS,8100 SOUTHWEST 8TH STREET,MIAMI,FL,33144,N/A,N/A,N/A
042636,NORTHEAST LAKEVIEW COLLEGE,1201 KITTY HAWK ROAD,UNIVERSAL CITY,TX,78148,N/A,N/A,N/A
042644,YESHIVA GEDOLAH TIFERES BORUCH,21 ROCKVIEW AVENUE,NORTH PLAINFIELD,NJ,07060,N/A,N/A,N/A
042645,YESHIVA OHR NAFTOLI,701 BLOOMING GROVE TURNPIKE,NEW WINDSOR,NY,12553,N/A,N/A,N/A
042646,HOGAN INSTITUTE OF COSMETOLOGY AND ESTHE,495 INDIAN TRAIL ROAD NORTHWEST,LILBURN,GA,30047,N/A,N/A,N/A
042648,J'S BARBER COLLEGE,1207 CENTER STREET,NEW IBERIA,LA,70560,N/A,N/A,N/A
042649,YESHIVA CHEMDAS HATORAH,950 MASSACHUSETTS AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042652,WOMEN'S INSTITUTE OF TORAH SEMINARY & CO,6602 PARK HEIGHTS AVENUE,BALTIMORE,MD,21215,N/A,N/A,N/A
042653,YESHIVA GEDOLAH KEREN HATORAH,1083 BROOK ROAD,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042654,ANN WEBB SKIN INSTITUTE,11701 JOLLYVILLE ROAD,AUSTIN,TX,78759,N/A,N/A,N/A
042655,ICOHS COLLEGE,1770 4TH AVENUE,SAN DIEGO,CA,92101,N/A,N/A,N/A
042657,SAN DIEGO GLOBAL KNOWLEDGE UNIVERSITY,1095 K STREET,SAN DIEGO,CA,92101,N/A,N/A,N/A
042659,YESHIVA KOLLEL TIFERETH ELIZER,1227 47TH STREET,BROOKLYN,NY,11219,N/A,N/A,N/A
042660,BAIS MEDRASH MAYAN HATORAH,101 MILTON STREET,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042661,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF C,1788 WEST FOURTH STREET,ONTARIO,OH,44906,N/A,N/A,N/A
042662,UNIVERSITE TOULOUSE 1 CAPITOLE,TOULOUSE SCHOOL OF ECONOMICS,TOULOUSE,FC,00000,N/A,FRANCE,31015
042663,JOHNNY MATTHEW'S HAIRDRESSING TRAINING S,255 LIBERTY STREET NE,SALEM,OR,97301,N/A,N/A,N/A
042668,CARIBBEAN AVIATION TRAINING INSTITUTE,AVENUE JOSE A. SANTANA ED CAF1,CAROLINA,PR,00979,N/A,N/A,N/A
042669,SANS TECHNOLOGY INSTITUTE,11200 ROCKVILLE PIKE,NORTH BETHESDA,MD,20852,N/A,N/A,N/A
042670,NEO-ESTHETIQUE EUROPEAN INSTITUTE,AVENIDA WINSTON CHURCHILL #305,SAN JUAN,PR,00926,N/A,N/A,N/A
042671,UNLIMITED COSMETOLOGY SCHOOL,102 BROAD STREET,HATTIESBURG,MS,39401,N/A,N/A,N/A
042672,ALLGOOD BEAUTY INSTITUTE,8981 2ND STREET,FRISCO,TX,75033,N/A,N/A,N/A
042673,LEHIGH VALLEY BARBER SCHOOL,1517B IRENE STREET,BETHLEHEM,PA,18018,N/A,N/A,N/A
042675,INTERNATIONAL BARBER COLLEGE,7200 WEST CHANDLER BOULEVARD,CHANDLER,AZ,85226,N/A,N/A,N/A
042677,ESTHETIC INSTITUTE (THE),8381 OLD COURTHOUSE ROAD,VIENNA,VA,22182,N/A,N/A,N/A
042678,BAIS BINYOMIN ACADEMY,51 CARLTON ROAD,MONSEY,NY,10952,N/A,N/A,N/A
042679,BROWN BEAUTY BARBER SCHOOL,1724 1ST AVENUE NORTH,BESSEMER,AL,35020,N/A,N/A,N/A
042680,KOR BEAUTY ACADEMY,16610 NORTH 75TH AVENUE,PEORIA,AZ,85382,N/A,N/A,N/A
042681,RAY J'S COLLEGE OF HAIR,1726 WOODDALE COURT,BATON ROUGE,LA,70806,N/A,N/A,N/A
042683,REXBURG COLLEGE OF MASSAGE THERAPY,669 PIONEER ROAD,REXBURG,ID,83440,N/A,N/A,N/A
042690,GLOBAL TECH COLLEGE,4346 SECOR ROAD,TOLEDO,OH,43623,N/A,N/A,N/A
042693,YESHIVA GEDOLAH OF CLIFFWOOD,200 CENTER STREET,KEYPORT,NJ,07735,N/A,N/A,N/A
042694,CROWN CUTZ ACADEMY BRISTOL,805 COMMONWEALTH AVENUE,BRISTOL,VA,24201,N/A,N/A,N/A
042695,GOSHEN SCHOOL OF COSMETOLOGY,710 NORTH DAVIS AVENUE,CLEVELAND,MS,38732,N/A,N/A,N/A
042696,IBS SCHOOL OF COSMETOLOGY AND MASSAGE,110 EAST KAAHUMANU AVENUE,KAHULUI,HI,96732,N/A,N/A,N/A
042697,UR BEAUTY & BARBER ACADEMY,3750 EMERGENCY LANE,SEBRING,FL,33870,N/A,N/A,N/A
042698,L MAKEUP INSTITUTE,440 S. RAMPART BOULEVARD,LAS VEGAS,NV,89145,N/A,N/A,N/A
042700,URBAN BARBER COLLEGE,1827 WILLOW PASS ROAD,CONCORD,CA,94520,N/A,N/A,N/A
042701,DELTA DESIGNS COSMETOLOGY SCHOOL,671 ADDISON DRIVE,WYNNE,AR,72396,N/A,N/A,N/A
042703,YESHIVAS EMEK HATORAH,395 KENT ROAD,HOWELL,NJ,07731,N/A,N/A,N/A
042704,TRANSITIONS CAREER INSTITUTE SCHOOL OF N,30-50 WHITESTONE EXPRESSWAY,FLUSHING,NY,11354,N/A,N/A,N/A
042707,MCALLEN CAREERS INSTITUTE,304 SOUTH COLONEL ROWE BOULEVARD,MCALLEN,TX,78501,N/A,N/A,N/A
042708,SUNCOAST TECHNICAL EDUCATION CENTER,4057 CALIFORNIA STREET,BROOKSVILLE,FL,34604,N/A,N/A,N/A
042709,D&S SCHOOL OF COSMETOLOGY,4180 ELIZABETH LAKE ROAD,WATERFORD,MI,48328,N/A,N/A,N/A
042710,STACEY JAMES INSTITUTE,"16534 KEYSTONE BOULEVARD, UNIT C",PARKER,CO,80134,N/A,N/A,N/A
042712,SEMINARY BNOS CHAIM,140 LEHIGH AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042714,CENTRAL PENNSYLVANIA DIESEL INSTITUTE,1718 OLD TRAIL ROAD,LIVERPOOL,PA,17045,N/A,N/A,N/A
042716,"AVENUE ACADEMY, A COSMETOLOGY INSTITUTE",6600 MENAUL BOULEVARD NORTHEAST,ALBUQUERQUE,NM,87110,N/A,N/A,N/A
042717,SALON PROFESSIONAL ACADEMY OF SAN ANTONI,16640 SAN PEDRO AVENUE,SAN ANTONIO,TX,78232,N/A,N/A,N/A
042718,RED LAKE NATION COLLEGE,15480 MIGIZI DRIVE,RED LAKE,MN,56671,N/A,N/A,N/A
042721,PRINCESS INSTITUTE OF BEAUTY,1605 EAST MANNING AVENUE,REEDLEY,CA,93654,N/A,N/A,N/A
042724,NORTHERN TECHNICAL COLLEGE,2215 EAST HARDING,PINE BLUFF,AR,71601,N/A,N/A,N/A
042726,VOGUE INTERNATIONAL ACADEMY,16233 CLAY ROAD,HOUSTON,TX,77084,N/A,N/A,N/A
042728,INDEPENDENT TRAINING & APPRENTICESHIP PR,9856 BUSINESS PARK DRIVE,SACRAMENTO,CA,95827,N/A,N/A,N/A
042732,BERKOWITS SCHOOL OF ELECTROLYSIS,107-25 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,N/A,N/A,N/A
042733,VICTORY CAREER COLLEGE,19401 SOUTH VERMONT AVENUE,TORRANCE,CA,90502,N/A,N/A,N/A
042735,WINONAH'S INTERNATIONAL SCHOOL OF COSMET,1870 CHACE DRIVE,HOOVER,AL,35244,N/A,N/A,N/A
042736,BELLASA PROFESSIONAL INSTITUTE,744 NE 125TH STREET,NORTH MIAMI,FL,33161,N/A,N/A,N/A
042738,YESHIVA GEDOLA TIFERES YERACHMIEL,911 SOMERSET AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042739,SOUTHEASTERN ESTHETICS INSTITUTE,1644 MAIN STREET,COLUMBIA,SC,29201,N/A,N/A,N/A
042740,SOUTHEASTERN FREE WILL BAPTIST BIBLE COL,532 EAGLE ROCK ROAD,WENDELL,NC,27591,N/A,N/A,N/A
042741,ARKANSAS WELDING ACADEMY,1920 NORTH REDMOND ROAD,JACKSONVILLE,AR,72076,N/A,N/A,N/A
042742,INSTALLER INSTITUTE,1524 RIDGEWOOD AVENUE,HOLLY HILL,FL,32164,N/A,N/A,N/A
042743,CARIS COLLEGE,"2780 JEFFERSON CENTRE WAY,",JEFFERSONVILLE,IN,47130,N/A,N/A,N/A
042744,PMCA PITTSBURGH MULTICULTURAL COSMETOLOG,415 SMITHFIELD STREET,PITTSBURGH,PA,15222,N/A,N/A,N/A
042745,STRAND INSTITUTE OF BEAUTY & ESTHETICS (,1018 US HIGHWAY 181,PORTLAND,TX,78374,N/A,N/A,N/A
042746,BAIS MEDRASH ATERES SHLOMO,220 BENNETT AVENUE,NEW YORK,NY,10040,N/A,N/A,N/A
042747,CENTRALIA BEAUTY COLLEGE,217 SOUTH TOWER AVENUE,CENTRALIA,WA,98531,N/A,N/A,N/A
042748,CALIFORNIA GRADUATE SCHOOL OF THEOLOGY,12761 EUCLID STREET,GARDEN GROVE,CA,92840,N/A,N/A,N/A
042749,CONTRA COSTA MEDICAL CAREER COLLEGE,4041 LONE TREE WAY,ANTIOCH,CA,94581,N/A,N/A,N/A
042750,HEALTH AND TECHNOLOGY TRAINING INSTITUTE,100 SOUTH BROAD STREET,PHILADELPHIA,PA,19102,N/A,N/A,N/A
042751,ANOUSHEH SCHOOL OF HAIR,1152 VESTAL AVENUE,BINGHAMTON,NY,13903,N/A,N/A,N/A
042752,DSDT,1759 W. 20TH STREET,DETROIT,MI,48216,N/A,N/A,N/A
042753,ZION MASSAGE COLLEGE,567 S. VALLEY VIEW DR. SUITE 4,ST. GEORGE,UT,84770,N/A,N/A,N/A
042754,MAKANA ESTHETICS WELLNESS ACADEMY,560 NORTH NIMITZ HIGHWAY,HONOLULU,HI,96817,N/A,N/A,N/A
042756,G.A. BEAUTY & BARBER SCHOOL,3301 NORTH WARE ROAD,MCALLEN,TX,78501,N/A,N/A,N/A
042757,STAFFORDSHIRE UNIVERSITY,COLLEGE ROAD,STOKE-ON-TRENT,FC,00000,N/A,ENGLAND,ST4 2DE
042759,ANOTHER LEVEL BARBERING AND COSMETOLOGY,102 NORTH SYCAMORE STREET,PETERSBURG,VA,23803,N/A,N/A,N/A
042760,GLITZ SCHOOL OF COSMETOLOGY,2460 MISSOURI AVENUE,LAS CRUCES,NM,88001,N/A,N/A,N/A
042761,CHAMPION CHRISTIAN COLLEGE,600 GARLAND AVENUE,HOT SPRINGS,AR,71913,N/A,N/A,N/A
042763,AMERICAN MASSAGE & BODYWORK INSTITUTE,1593 SPRING HILL ROAD,VIENNA,VA,22182,N/A,N/A,N/A
042764,CULINARY SCHOOL OF FORT WORTH (THE),"6550 CAMP BOWIE BOULEVARD, STE 110",FORT WORTH,TX,76116,N/A,N/A,N/A
042765,GLOBAL MEDICAL & TECHNICAL TRAINING INST,1830 NW 7TH STREET,MIAMI,FL,33125,N/A,N/A,N/A
042766,YESHIVA OF OCEAN,7120 HIGHWAY 52,GREENFIELD PARK,NY,12435,N/A,N/A,N/A
042767,SALON PROFESSIONAL ACADEMY (THE),901 SOUTH IH 35,GEORGETOWN,TX,78626,N/A,N/A,N/A
042768,KCK BEAUTY & BARBER ACADEMY,10592 BALMORAL CIRCLE EAST,JACKSONVILLE,FL,32118,N/A,N/A,N/A
042769,CONGREGATION TALMIDEI MESIVTA TIFERES SH,1535 63RD STREET,BROOKLYN,NY,11219,N/A,N/A,N/A
042771,YOUNG AMERICANS COLLEGE OF THE PERFORMIN,1132 OLYMPIC DRIVE,CORONA,CA,92881,N/A,N/A,N/A
042774,ELITE ACADEMY OF HAIR DESIGN,56104 NATIONAL ROAD SUITE 115,BRIDGEPORT,OH,43912,N/A,N/A,N/A
042777,CALIFORNIA COLLEGE OF BARBERING AND COSM,1024 EAST MARCH LANE,STOCKTON,CA,95210,N/A,N/A,N/A
042778,PRO BEAUTY ACADEMY (THE),1655 OAK TREE ROAD,EDISON,NJ,08820,N/A,N/A,N/A
042780,SOUTH EASTERN BEAUTY ACADEMY,318 SECOND STREET,PAINTSVILLE,KY,41240,N/A,N/A,N/A
042782,AMERICAN BUSINESS SCHOOL OF PARIS,"12, RUE ALEXANDRE PARODI",PARIS,FC,00000,N/A,FRANCE,75010
042783,OHEL MARGULIA SEMINARY,22 ASHEL LANE,MONSEY,NY,10952,N/A,N/A,N/A
042784,MONTANA BARBER INSTITUTE,4107 DYER STREET,EL PASO,TX,79930,N/A,N/A,N/A
042785,YESHIVAT HECHAL SHEMUEL,1532 EAST 10TH STREET,BROOKLYN,NY,11230,N/A,N/A,N/A
042788,LOS ANGELES PACIFIC UNIVERSITY,300 NORTH LONE HILL AVENUE,SAN DIMAS,CA,91773,N/A,N/A,N/A
042789,PUERTO RICO SCHOOL OF NURSE ANESTHETISTS,"656 AVE PONCE DE LEON, PISO 1",SAN JUAN,PR,00918,N/A,N/A,N/A
042790,AMERICAN INSTITUTE OF HEALTHCARE & TECHN,480 LORDSHIP BOULEVARD,STRATFORD,CT,06615,N/A,N/A,N/A
042793,PREMIER ACADEMY OF COSMETOLOGY,910 NORTH MAIN STREET,MCALESTER,OK,74501,N/A,N/A,N/A
042794,CHRIST MISSION COLLEGE,10822 FM 1560 NORTH,SAN ANTONIO,TX,78254,N/A,N/A,N/A
042795,HARTPURY UNIVERSITY,HARTPURY HOUSE,HARTPURY,FC,00000,GLOUCESTERSHIRE,ENGLAND,GL 19 3B
042796,YESHIVA OHR ZECHARIAH,199 JOE PARKER ROAD,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042797,ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 MORRIS PARK AVENUE,BRONX,NY,10461,N/A,N/A,N/A
042798,MAINE MEDIA COLLEGE,70 CAMDEN STREET,ROCKPORT,ME,04856,N/A,N/A,N/A
042799,ESTEEM ACADEMY OF BEAUTY,1682 EAST 5600 SOUTH,SOUTH OGDEN,UT,84403,N/A,N/A,N/A
042800,GREAT LAKES BOAT BUILDING SCHOOL,485 S. MERDIAN,CEDARVILLE,MI,49719,N/A,N/A,N/A
042801,YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK,65 CROSS STREET,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042803,CAREERS INSTITUTE OF AMERICA,13614 MIDWAY ROAD,DALLAS,TX,75244,N/A,N/A,N/A
042804,KC BEAUTY ACADEMY,706 EAST 1ST STREET,LOS ANGELES,CA,90012,N/A,N/A,N/A
042805,DERECH HACHAIM SEMINARY,5A ISRAEL ZUPNICK DRIVE,MONROE,NY,10950,N/A,N/A,N/A
042806,GOODFELLAS BARBER COLLEGE,4306 ASHER AVENUE,LITTLE ROCK,AR,72204,N/A,N/A,N/A
042808,TEXAS TECH UNIVERSITY HEALTH SCIENCES CE,5001 EL PASO DRIVE,EL PASO,TX,79905,N/A,N/A,N/A
042809,HOUSTON BARBER SCHOOL,313 RANKIN ROAD,HOUSTON,TX,77073,N/A,N/A,N/A
042811,MIXED INSTITUTE OF COSMETOLOGY & BARBER,5950 FLORIN ROAD,SACRAMENTO,CA,95823,N/A,N/A,N/A
042814,CALIFORNIA HEALTH SCIENCES UNIVERSITY,120 NORTH CLOVIS AVENUE,CLOVIS,CA,93612,N/A,N/A,N/A
042815,VSKI COSMETOLOGY SCHOOL,2070 SAM RITTENBERG BOULEVARD,CHARLESTON,SC,29407,N/A,N/A,N/A
042817,COMPTON COLLEGE,1111 EAST ARTESIA BOULEVARD,COMPTON,CA,90221,N/A,N/A,N/A
042822,NEW YORK SEMINARY (THE),911 MCDONALD AVENUE,BROOKLYN,NY,11218,N/A,N/A,N/A
042823,ANTIGUA COLLEGE INTERNATIONAL,14505 COMMERCE WAY,MIAMI LAKES,FL,33016,N/A,N/A,N/A
042824,VAUGHN BEAUTY COLLEGE,108 SOUTH MAPLE STREET,ABERDEEN,MS,39730,N/A,N/A,N/A
042825,AUSTIN CAREER INSTITUTE,8711 BURNET ROAD,AUSTIN,TX,78757,N/A,N/A,N/A
042827,URSHAN COLLEGE,700 HOWDERSHELL ROAD,FLORISSANT,MO,63031,N/A,N/A,N/A
042828,GLASGOW CALEDONIAN NEW YORK COLLEGE,64 WOOSTER ST,NEW YORK,NY,10012,N/A,N/A,N/A
042830,AMERICAN COLLEGE OF THE BUILDING ARTS,649 MEETING STREET,CHARLESTON,SC,29403,N/A,N/A,N/A
042831,TEXAS HEALTHTECH INSTITUTE,9615 COLLEGE STREET,BEAUMONT,TX,77707,N/A,N/A,N/A
042832,DELUXE BARBER COLLEGE,12636 NACOGDOCHES ROAD,SAN ANTONIO,TX,78217,N/A,N/A,N/A
042833,A BETTER U BEAUTY BARBER ACADEMY,5400 PHOENIX AVENUE NORTHEAST,ALBUQUERQUE,NM,87110,N/A,N/A,N/A
042835,FALCON INSTITUTE OF HEALTH AND SCIENCE,3045 AVENUE B,BETHLEHEM,PA,18017,N/A,N/A,N/A
042836,COLLEGE UNBOUND,325 PUBLIC STREET,PROVIDENCE,RI,02905,N/A,N/A,N/A
042837,OREGON COAST COMMUNITY COLLEGE,400 SOUTH EAST COLLEGE WAY,NEWPORT,OR,97366,N/A,N/A,N/A
042838,PROFESSIONAL CULINARY ACADEMY,875 ELMWOOD AVENUE,BUFFALO,NY,14222,N/A,N/A,N/A
042840,GATHER 4 HIM CHRISTIAN COLLEGE,3021 WEST CLEARWATER AVENUE,KENNEWICK,WA,99336,N/A,N/A,N/A
042843,LATIN AMERICAN BIBLE INSTITUTE,14209 EAST LOMITAS AVENUE,LA PUENTE,CA,91746,N/A,N/A,N/A
042845,MIDWEST BARBER COLLEGE,901 SW. 37TH STREET,TOPEKA,KS,66611,N/A,N/A,N/A
042846,BAIS MEDRASH OF DEXTER PARK,445 SOUTH PASCACK ROAD,CHESNUT RIDGE,NY,10977,N/A,N/A,N/A
042850,LOTUS PROFESSIONAL COLLEGE,8935 PATTERSON AVENUE,RICHMOND,VA,23229,N/A,N/A,N/A
042853,HOLLYWOOD CULTURAL COLLEGE,3450 WILSHIRE BOULEVARD,LOS ANGELES,CA,90010,N/A,N/A,N/A
042855,MARIANO MORENO CULINARY INSTITUTE,2135 CORAL WAY,MIAMI,FL,33145,N/A,N/A,N/A
042856,BURLINGTON COUNTY INSTITUTE OF TECHNOLOG,695 WOODLANE ROAD,WESTAMPTON,NJ,08060,N/A,N/A,N/A
042857,APEX COLLEGE OF VETERINARY TECHNOLOGY,330 SOUTH EL PASO STREET,COLORADO SPRINGS,CO,80903,N/A,N/A,N/A
042859,TUANA EUROPEAN BEAUTY ACADEMY,826 SOUTH COLLEGE AVENUE,FORT COLLINS,CO,80524,N/A,N/A,N/A
042863,XTYLO BEAUTY COLLEGE,2828 NORTH 36TH STREET,PHOENIX,AZ,85008,N/A,N/A,N/A
042865,TONSORIAL ARTS BARBER COLLEGE,2831 NEW BOSTON ROAD,TEXARKANA,TX,75501,N/A,N/A,N/A
042870,ALDER GRADUATE SCHOOL OF EDUCATION,2946 BROADWAY STREET,REDWOOD CITY,CA,94062,N/A,N/A,N/A
042871,WEBB'S BARBER SCHOOL OF ARTS,4356 MERCER UNIV DRIVE,MACON,GA,31206,N/A,N/A,N/A
042872,EVVAYLOIS ACADEMY SCHOOL OF BEAUTY,2244 SOUTH MARKET STREET,BRENHAM,TX,77833,N/A,N/A,N/A
042873,MICHAEL'S BARBER & HAIR STYLIST ACADEMY,2413 WEST AIRPORT FREEWAY,IRVING,TX,75062,N/A,N/A,N/A
042874,ADRIAN H. WALLACE BARBER ACADEMY (THE),3822 NORTH 9TH AVENUE,PENSACOLA,FL,32503,N/A,N/A,N/A
042876,YESHIVA YESODA HATORAH VETZ CHAIM,5520 GLENWOOD RD,BROOKLYN,NY,11234,N/A,N/A,N/A
042878,ST. LOUIS MED TECH,59 GRASSO PLAZA,ST. LOUIS,MO,63123,N/A,N/A,N/A
042881,TOTAL BEAUTY INSTITUTE,5308 NORTH PEARL STREET,JACKSONVILLE,FL,32218,N/A,N/A,N/A
042889,PEARLANDS INNOVATIVE SCHOOL OF BEAUTY,9330 BROADWAY STREET,PEARLAND,TX,77584,N/A,N/A,N/A
042896,DURANT INSTITUTE OF HAIR DESIGN,2836 WEST UNIVERSITY BOULEVARD,DURANT,OK,74701,N/A,N/A,N/A
042898,MERYMA'AT BARBER COLLEGE,12825-27 LORAIN AVENUE,CLEVELAND,OH,44111,N/A,N/A,N/A
042902,SRI SAI KRISH INSTITUTE,12362 BEACH BOULEVARD,STANTON,CA,90680,N/A,N/A,N/A
042905,PAUL MITCHELL THE SCHOOL SAN JOSE,2200 EASTRIDGE LOOP,SAN JOSE,CA,95122,N/A,N/A,N/A
