School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
001275,SAN DIEGO MESA COLLEGE,7250 MESA COLLEGE DRIVE,SAN DIEGO,CA,92111,N/A,N/A,N/A
001278,SAN FRANCISCO CONSERVATORY OF MUSIC,1201 ORTEGA STREET,SAN FRANCISCO,CA,94122,N/A,N/A,N/A
001280,SAN JOAQUIN DELTA COLLEGE,5151 PACIFIC AVENUE,STOCKTON,CA,95207,N/A,N/A,N/A
001281,WILLIAM JESSUP UNIVERSITY,2121 UNIVERSITY AVENUE,ROCKLIN,CA,95765,N/A,N/A,N/A
001282,SAN JOSE CITY COLLEGE,2100 MOORPARK AVE - FIN AID,SAN JOSE,CA,95128,N/A,N/A,N/A
001284,SANTA ANA COLLEGE,1530 W. 17TH STREET,SANTA ANA,CA,92706,N/A,N/A,N/A
001285,SANTA BARBARA CITY COLLEGE,721 CLIFF DRIVE,SANTA BARBARA,CA,93109,N/A,N/A,N/A
001286,SANTA MONICA COLLEGE,1900 PICO BLVD,SANTA MONICA,CA,90405,N/A,N/A,N/A
001287,SANTA ROSA JUNIOR COLLEGE,1501 MENDOCINO AVE,SANTA ROSA,CA,95401,N/A,N/A,N/A
001289,SHASTA COLLEGE,PO BOX 496006,REDDING,CA,96049,N/A,N/A,N/A
001290,SIERRA COLLEGE,5000 ROCKLIN ROAD,ROCKLIN,CA,95677,N/A,N/A,N/A
001291,SIMPSON UNIVERSITY,2211 COLLEGE VIEW DR,REDDING,CA,96003,N/A,N/A,N/A
001292,SOLANO COMMUNITY COLLEGE,4000 SUISUN VALLEY ROAD,FAIRFIELD,CA,94534,N/A,N/A,N/A
001293,VANGUARD UNIVERSITY OF SOUTHERN CA,55 FAIR DRIVE,COSTA MESA,CA,92626,N/A,N/A,N/A
001294,SOUTHWESTERN COLLEGE,900 OTAY LAKES ROAD,CHULA VISTA,CA,91910,N/A,N/A,N/A
001302,SAINT MARY'S COLLEGE OF CALIFORNIA,1928 SAINT MARY'S ROAD,MORAGA,CA,94556,N/A,N/A,N/A
001305,STANFORD UNIVERSITY,355 GALVEZ ST,STANFORD,CA,94305,N/A,N/A,N/A
001307,FRESNO CITY COLLEGE,1101 E UNIVERSITY,FRESNO,CA,93741,N/A,N/A,N/A
001308,REEDLEY COLLEGE,995 NORTH REED AVENUE,REEDLEY,CA,93654,N/A,N/A,N/A
001309,TAFT COLLEGE,29 EMMONS PARK DRIVE,TAFT,CA,93268,N/A,N/A,N/A
001312,"UNIVERSITY OF CALIFORNIA, BERKELEY",200 CALIFORNIA HALL,BERKELEY,CA,94720,N/A,N/A,N/A
001313,UNIVERSITY OF CALIFORNIA-DAVIS,ONE SHIELDS AVENUE,DAVIS,CA,95616,N/A,N/A,N/A
001314,UNIVERSITY OF CALIFORNIA-IRVINE,510 ALDRICH HALL,IRVINE,CA,92697,N/A,N/A,N/A
001315,UNIVERSITY OF CALIFORNIA (UCLA),405 HILGARD   A129 MURPHY HALL,LOS ANGELES,CA,90095,N/A,N/A,N/A
001316,UNIVERSITY OF CALIFORNIA-RIVERSIDE,FINANCIAL AID OFFICE,RIVERSIDE,CA,92521,N/A,N/A,N/A
001317,UNIVERSITY OF CALIFORNIA-SAN DIEGO,9500 GILMAN DR,LA JOLLA,CA,92093,N/A,N/A,N/A
001319,UNIVERSITY OF CALIFORNIA-SFRANCISCO,STUDENT FINANCIAL SERVICES,SAN FRANCISCO,CA,94143,N/A,N/A,N/A
001320,UNIVERSITY OF CALIFORNIA-SANTA BARB,5221 CHEADLE HALL,SANTA BARBARA,CA,93106,N/A,N/A,N/A
001321,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,1156 HIGH STREET,SANTA CRUZ,CA,95064,N/A,N/A,N/A
001322,UNIVERSITY OF REDLANDS,1200 E COLTON AVE,REDLANDS,CA,92373,N/A,N/A,N/A
001325,UNIVERSITY OF SAN FRANCISCO,2130 FULTON STREET,SAN FRANCISCO,CA,94117,N/A,N/A,N/A
001326,SANTA CLARA UNIVERSITY,500 EL CAMINO REAL,SANTA CLARA,CA,95053,N/A,N/A,N/A
001328,UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY PARK CAMPUS,LOS ANGELES,CA,90089,N/A,N/A,N/A
001329,UNIVERSITY OF THE PACIFIC,3601 PACIFIC AVENUE,STOCKTON,CA,95211,N/A,N/A,N/A
001334,VENTURA COLLEGE,4667 TELEGRAPH ROAD,VENTURA,CA,93003,N/A,N/A,N/A
001335,VICTOR VALLEY COLLEGE,18422 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,N/A,N/A,N/A
001338,WEST VALLEY COLLEGE,14000 FRUITVALE AVENUE,SARATOGA,CA,95070,N/A,N/A,N/A
001339,CORBAN UNIVERSITY,5000 DEER PARK DRIVE SE,SALEM,OR,97317,N/A,N/A,N/A
001341,WESTMONT COLLEGE,955 LA PAZ RD,SANTA BARBARA,CA,93108,N/A,N/A,N/A
001342,WHITTIER COLLEGE,13406 E PHILADELPHIA STREET,WHITTIER,CA,90601,N/A,N/A,N/A
001343,WOODBURY UNIVERSITY,7500 N. GLENOAKS BLVD.,BURBANK,CA,91510,N/A,N/A,N/A
001344,YUBA COLLEGE,2088 NORTH BEALE RD,MARYSVILLE,CA,95901,N/A,N/A,N/A
001345,ADAMS STATE UNIVERSITY,208 EDGEMONT BOULEVARD,ALAMOSA,CO,81102,N/A,N/A,N/A
001346,ARAPAHOE COMMUNITY COLLEGE,5900 S SANTA FE DRIVE,LITTLETON,CO,80160,N/A,N/A,N/A
001347,COLORADO COLLEGE,14 E CACHE LA POUDRE,COLORADO SPRINGS,CO,80903,N/A,N/A,N/A
001348,COLORADO SCHOOL OF MINES,1500 ILLINOIS ST,GOLDEN,CO,80401,N/A,N/A,N/A
001349,UNIVERSITY OF NORTHERN COLORADO,CARTER HALL-ROOM 1005,GREELEY,CO,80639,N/A,N/A,N/A
001350,COLORADO STATE UNIVERSITY,102 ADMINISTRATION BUILDING,FORT COLLINS,CO,80523,N/A,N/A,N/A
001352,DENVER  SEMINARY,6399 SOUTH SANTA FE DRIVE,LITTLETON,CO,80120,N/A,N/A,N/A
001353,FORT LEWIS COLLEGE,1000 RIM DRIVE,DURANGO,CO,81301,N/A,N/A,N/A
001355,LAMAR COMMUNITY COLLEGE,2401 SOUTH MAIN STREET,LAMAR,CO,81052,N/A,N/A,N/A
001358,COLORADO MESA UNIVERSITY,1100 NORTH AVENUE,GRAND JUNCTION,CO,81501,N/A,N/A,N/A
001359,COLORADO NORTHWESTERN COMMUNITY COLLEGE,500 KENNEDY DRIVE,RANGELY,CO,81648,N/A,N/A,N/A
001360,METROPOLITAN STATE UNIVERSITY OF DENVER,890 AURARIA PARKWAY,DENVER,CO,80204,N/A,N/A,N/A
001361,NORTHEASTERN JUNIOR COLLEGE,100 COLLEGE AVENUE,STERLING,CO,80751,N/A,N/A,N/A
001362,OTERO JUNIOR COLLEGE,1802 COLORADO AVE,LA JUNTA,CO,81050,N/A,N/A,N/A
001363,REGIS UNIVERSITY,3333 REGIS BOULEVARD,DENVER,CO,80221,N/A,N/A,N/A
001365,COLORADO STATE UNIVERSITY-PUEBLO,2200 BONFORTE BOULEVARD,PUEBLO,CO,81001,N/A,N/A,N/A
001368,TRINIDAD STATE JR COLLEGE,600 PROSPECT STREET,TRINIDAD,CO,81082,N/A,N/A,N/A
001370,UNIVERSITY OF COLORADO-BOULDER,REGENT ADMINSTRATIVE CENTER 175,BOULDER,CO,80309,N/A,N/A,N/A
001371,UNIVERSITY OF DENVER,2199 SOUTH UNIVERSITY BLVD,DENVER,CO,80208,N/A,N/A,N/A
001372,WESTERN COLORADO UNIVERSITY,1 WESTERN WAY,GUNNISON,CO,81231,N/A,N/A,N/A
001374,ALBERTUS MAGNUS COLLEGE,700 PROSPECT STREET,NEW HAVEN,CT,06511,N/A,N/A,N/A
001378,CENTRAL CONNECTICUT STATE UNIV,1615 STANLEY ST-OFC FNCL AID,NEW BRITAIN,CT,06050,N/A,N/A,N/A
001379,CONNECTICUT COLLEGE,270 MOHEGAN AVE,NEW LONDON,CT,06320,N/A,N/A,N/A
001380,WESTERN CONNECTICUT STATE UNIV,181 WHITE STREET,DANBURY,CT,06810,N/A,N/A,N/A
001385,FAIRFIELD UNIVERSITY,1073 NORTH BENSON ROAD,FAIRFIELD,CT,06430,N/A,N/A,N/A
001389,HOLY APOSTLES COLLEGE & SEMINARY,33 PROSPECT HILL RD,CROMWELL,CT,06416,N/A,N/A,N/A
001393,MITCHELL COLLEGE,437 PEQUOT AVE,NEW LONDON,CT,06320,N/A,N/A,N/A
001397,UNIVERSITY OF NEW HAVEN,300 BOSTON POST ROAD,WEST HAVEN,CT,06516,N/A,N/A,N/A
001401,POST UNIVERSITY,800 COUNTRY CLUB ROAD,WATERBURY,CT,06723,N/A,N/A,N/A
001402,QUINNIPIAC UNIVERSITY,MT CARMEL AVE,HAMDEN,CT,06518,N/A,N/A,N/A
001403,SACRED HEART UNIVERSITY,5151 PARK AVENUE,FAIRFIELD,CT,06825,N/A,N/A,N/A
001406,SOUTHERN CONNECTICUT STATE UNIV,501 CRESCENT STREET,NEW HAVEN,CT,06515,N/A,N/A,N/A
001409,UNIVERSITY OF SAINT JOSEPH,1678 ASYLUM AVENUE,WEST HARTFORD,CT,06117,N/A,N/A,N/A
001414,TRINITY COLLEGE,300 SUMMIT STREET,HARTFORD,CT,06106,N/A,N/A,N/A
001416,UNIVERSITY OF BRIDGEPORT,126 PARK AVENUE,BRIDGEPORT,CT,06601,N/A,N/A,N/A
001417,UNIVERSITY OF CONNECTICUT - ALL CAMPUSES,352 MANSFIELD ROAD,STORRS,CT,06269,N/A,N/A,N/A
001422,UNIVERSITY OF HARTFORD,200 BLOOMFIELD AVE,WEST HARTFORD,CT,06117,N/A,N/A,N/A
001424,WESLEYAN UNIVERSITY,237 HIGH STREET,MIDDLETOWN,CT,06459,N/A,N/A,N/A
001425,EASTERN CONNECTICUT STATE UNIV,83 WINDHAM STREET,WILLIMANTIC,CT,06226,N/A,N/A,N/A
001426,YALE UNIVERSITY,246 CHURCH ST  PO BOX 208288,NEW HAVEN,CT,06520,N/A,N/A,N/A
001428,DELAWARE STATE UNIVERSITY,1200 NORTH DUPONT HIGHWAY,DOVER,DE,19901,N/A,N/A,N/A
001429,GOLDEY BEACOM COLLEGE,4701 LIMESTONE RD,WILMINGTON,DE,19808,N/A,N/A,N/A
001431,UNIVERSITY OF DELAWARE,224 HULLIHEN HALL,NEWARK,DE,19716,N/A,N/A,N/A
001433,WESLEY COLLEGE,120 N STATE STREET,DOVER,DE,19901,N/A,N/A,N/A
001434,AMERICAN UNIVERSITY,4400 MASSACHUSETTS AVE NW,WASHINGTON,DC,20016,N/A,N/A,N/A
001436,CAPITOL COLLEGE,11301 SPRINGFIELD ROAD,LAUREL,MD,20708,N/A,N/A,N/A
001437,CATHOLIC UNIVERSITY OF AMERICA,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,N/A,N/A,N/A
001443,GALLAUDET UNIVERSITY,800 FLORIDA AVE NE,WASHINGTON,DC,20002,N/A,N/A,N/A
001444,GEORGE WASHINGTON UNIVERSITY,"1918 F STREET, NW",WASHINGTON,DC,20052,N/A,N/A,N/A
001445,GEORGETOWN UNIVERSITY,37TH & O ST NW,WASHINGTON,DC,20057,N/A,N/A,N/A
001448,HOWARD UNIVERSITY,2400 SIXTH STREET NW,WASHINGTON,DC,20059,N/A,N/A,N/A
001459,STRAYER UNIVERSITY,1025 - 15TH STREET NW,WASHINGTON,DC,20005,N/A,N/A,N/A
001460,TRINITY COLLEGE,"125 MICHIGAN AVENUE, NORTHEAST",WASHINGTON,DC,20017,N/A,N/A,N/A
001466,BARRY UNIVERSITY,11300 NE SECOND AVE,MIAMI SHORES,FL,33161,N/A,N/A,N/A
001467,BETHUNE COOKMAN UNIVERSITY,640 DR. MARY MCLEOD BETHUNE BLVD,DAYTONA BEACH,FL,32114,N/A,N/A,N/A
001468,ST THOMAS UNIVERSITY,16401 N W 37TH AVENUE,MIAMI GARDENS,FL,33054,N/A,N/A,N/A
001469,FLORIDA INSTITUTE OF TECHNOLOGY,150 W. UNIVERSITY BLVD,MELBOURNE,FL,32901,N/A,N/A,N/A
001470,EASTERN FLORIDA STATE COLLEGE,1519 CLEARLAKE ROAD,COCOA,FL,32922,N/A,N/A,N/A
001471,COLLEGE OF CENTRAL FLORIDA,3001 SW COLLEGE ROAD,OCALA,FL,34474,N/A,N/A,N/A
001472,CHIPOLA  COLLEGE,3094 INDIAN CIRCLE,MARIANNA,FL,32446,N/A,N/A,N/A
001475,DAYTONA STATE COLLEGE,1200 INTERNATIONAL SPEEDWAY BL,DAYTONA BEACH,FL,32114,N/A,N/A,N/A
001477,FLORIDA SOUTHWESTERN STATE COLLEGE,8099 COLLEGE PARKWAY,FORT MYERS,FL,33919,N/A,N/A,N/A
001478,EDWARD WATERS UNIVERSITY,1658 KINGS RD,JACKSONVILLE,FL,32209,N/A,N/A,N/A
001479,EMBRY-RIDDLE AERONAUTICAL UNIV,ALL CAMPUSES,DAYTONA BEACH,FL,32114,N/A,N/A,N/A
001480,FLORIDA A & M UNIVERSITY,STUDENT FINANCIAL AID-101 FHAC,TALLAHASSEE,FL,32307,N/A,N/A,N/A
001481,FLORIDA ATLANTIC UNIVERSITY,777 GLADES ROAD,BOCA RATON,FL,33431,N/A,N/A,N/A
001482,FLORIDA COLLEGE,119 N. GLEN ARVEN AVE,TEMPLE TERRACE,FL,33617,N/A,N/A,N/A
001484,FLORIDA STATE COLLEGE AT JACKSONVILLE,501 WEST STATE STREET,JACKSONVILLE,FL,32202,N/A,N/A,N/A
001485,COLLEGE OF THE FLORIDA KEYS (THE),5901 COLLEGE ROAD,KEY WEST,FL,33040,N/A,N/A,N/A
001486,FLORIDA MEMORIAL UNIVERSITY,15800 NW 42ND AVE,MIAMI GARDENS,FL,33054,N/A,N/A,N/A
001487,ECKERD COLLEGE,4200 54TH AVE SOUTH,ST PETERSBURG,FL,33711,N/A,N/A,N/A
001488,FLORIDA SOUTHERN COLLEGE,111 LAKE HOLLINGSWORTH DR,LAKELAND,FL,33801,N/A,N/A,N/A
001489,FLORIDA STATE UNIVERSITY,"A4400 UCA,  282 CHAMPIONS WAY",TALLAHASSEE,FL,32306,N/A,N/A,N/A
001490,GULF COAST STATE COLLEGE,5230 WEST HIGHWAY 98,PANAMA CITY,FL,32401,N/A,N/A,N/A
001493,INDIAN RIVER STATE COLLEGE,3209 VIRGINIA AVE,FORT PIERCE,FL,34981,N/A,N/A,N/A
001495,JACKSONVILLE UNIVERSITY,2800 UNIVERSITY BLVD N,JACKSONVILLE,FL,32211,N/A,N/A,N/A
001500,BROWARD COLLEGE- DOWNTOWN CTR,225 EAST LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,N/A,N/A,N/A
001501,FLORIDA GATEWAY COLLEGE,149 SOUTHEAST COLLEGE PLACE,LAKE CITY,FL,32025,N/A,N/A,N/A
001502,LAKE SUMTER COMMUNITY COLLEGE,9501 US HWY 441,LEESBURG,FL,34788,N/A,N/A,N/A
001504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASO",5840 26 STREET WEST,BRADENTON,FL,34207,N/A,N/A,N/A
001505,LYNN UNIVERSITY,3601 N MILITARY TRAIL,BOCA RATON,FL,33431,N/A,N/A,N/A
001506,MIAMI DADE COLLEGE ADMINISTRATION ONLY,300 NORTHEAST 2 AVENUE,MIAMI,FL,33132,N/A,N/A,N/A
001508,NORTH FLORIDA COMMUNITY COLLEGE,325 NW TURNER DAVIS DRIVE,MADISON,FL,32340,N/A,N/A,N/A
001509,NOVA SOUTHEASTERN UNIVERSITY,3301 COLLEGE AVE,FORT LAUDERDALE,FL,33314,N/A,N/A,N/A
001510,NORTHWEST FLORIDA STATE COLLEGE,100 COLLEGE BLVD,NICEVILLE,FL,32578,N/A,N/A,N/A
001512,PALM BEACH STATE COLLEGE,4200 CONGRESS AVENUE,LAKE WORTH,FL,33461,N/A,N/A,N/A
001513,PENSACOLA STATE COLLEGE,1000 COLLEGE BLVD,PENSACOLA,FL,32504,N/A,N/A,N/A
001514,POLK STATE COLLEGE,999 AVE H NE,WINTER HAVEN,FL,33881,N/A,N/A,N/A
001515,ROLLINS COLLEGE,1000 HOLT AVE,WINTER PARK,FL,32789,N/A,N/A,N/A
001519,SANTA FE COLLEGE,3000 NW 83RD ST,GAINESVILLE,FL,32606,N/A,N/A,N/A
001520,SEMINOLE STATE COLLEGE OF FLORIDA,100 WELDON BOULEVARD,SANFORD,FL,32773,N/A,N/A,N/A
001521,SOUTHEASTERN UNIVERSITY,1000 LONGFELLOW BLVD,LAKELAND,FL,33801,N/A,N/A,N/A
001522,SOUTH FLORIDA STATE COLLEGE,600 W COLLEGE DR,AVON PARK,FL,33825,N/A,N/A,N/A
001523,SAINT JOHNS RIVER STATE COLLEGE,5001 ST JOHNS AVE,PALATKA,FL,32177,N/A,N/A,N/A
001526,SAINT LEO UNIVERSITY,P O BOX 6665 MC2228,SAINT LEO,FL,33574,N/A,N/A,N/A
001528,ST. PETERSBURG COLLEGE,"6021 142ND AVENUE, NORTH",LARGO,FL,33760,N/A,N/A,N/A
001531,STETSON UNIVERSITY,421 NORTH WOODLAND BOULEVARD,DELAND,FL,32723,N/A,N/A,N/A
001533,TALLAHASSEE COMMUNITY COLLEGE,444 APPLEYARD DR,TALLAHASSEE,FL,32304,N/A,N/A,N/A
001535,UNIVERSITY OF FLORIDA,S-107 CRISER  PO BOX 114025,GAINESVILLE,FL,32611,N/A,N/A,N/A
001536,UNIVERSITY OF MIAMI,1206 STANFORD DRIVE,CORAL GABLES,FL,33146,N/A,N/A,N/A
001537,UNIVERSITY OF SOUTH FLORIDA SYSTEM,4202 EAST FOWLER AVENUE,TAMPA,FL,33620,N/A,N/A,N/A
001538,UNIVERSITY OF TAMPA (THE),401 W. KENNEDY BLVD,TAMPA,FL,33606,N/A,N/A,N/A
001540,WEBBER INTERNATIONAL UNIVERSITY,1201 SCENIC HWY N PO BOX 96,BABSON PARK,FL,33827,N/A,N/A,N/A
001541,ABRAHAM BALDWIN AGRICULTURAL CLG,2802 MOORE HWY ABAC23,TIFTON,GA,31794,N/A,N/A,N/A
001542,AGNES SCOTT COLLEGE,141 E COLLEGE AVE,DECATUR,GA,30030,N/A,N/A,N/A
001544,ALBANY STATE UNIVERSITY,504 COLLEGE DRIVE,ALBANY,GA,31705,N/A,N/A,N/A
001545,ANDREW COLLEGE,501 COLLEGE STREET,CUTHBERT,GA,39840,N/A,N/A,N/A
001547,POINT UNIVERSITY,507 WEST 10TH STREET,WEST POINT,GA,31833,N/A,N/A,N/A
001554,BERRY COLLEGE,PO BOX 495007,MOUNT BERRY,GA,30149,N/A,N/A,N/A
001555,THOMAS UNIVERSITY,1501 MILLPOND RD,THOMASVILLE,GA,31792,N/A,N/A,N/A
001556,BRENAU UNIVERSITY,ONE CENTENNIAL CIRCLE,GAINESVILLE,GA,30501,N/A,N/A,N/A
001557,BREWTON PARKER COLLEGE,201 DAVID-ELIZA FOUNTAIN CIRCLE,MOUNT VERNON,GA,30445,N/A,N/A,N/A
001558,COLLEGE OF COASTAL GEORGIA,ONE COLLEGE DRIVE,BRUNSWICK,GA,31520,N/A,N/A,N/A
001559,CLARK ATLANTA UNIVERSITY,223 JAMES P BRAWLEY DR SW,ATLANTA,GA,30314,N/A,N/A,N/A
001561,COLUMBUS STATE UNIVERSITY,4225 UNIVERSITY AVENUE,COLUMBUS,GA,31907,N/A,N/A,N/A
001563,EMMANUEL COLLEGE,PO BOX 129,FRANKLIN SPRINGS,GA,30639,N/A,N/A,N/A
001564,EMORY UNIVERSITY,200 DOWMAN DRIVE SUITE 300,ATLANTA,GA,30322,N/A,N/A,N/A
001566,FORT VALLEY STATE UNIVERSITY,1005 STATE COLLEGE DRIVE,FORT VALLEY,GA,31030,N/A,N/A,N/A
001569,GEORGIA INSTITUTE OF TECHNOLOGY,225 NORTH AVE-FINANCIAL AID,ATLANTA,GA,30332,N/A,N/A,N/A
001571,GEORGIA MILITARY COLLEGE,201 E GREEN ST,MILLEDGEVILLE,GA,31061,N/A,N/A,N/A
001572,GEORGIA SOUTHERN UNIVERSITY,P.O. BOX 8065,STATESBORO,GA,30460,N/A,N/A,N/A
001573,GEORGIA SOUTHWESTERN STATE UNIV,800 GSW STATE UNIVERSITY DRIVE,AMERICUS,GA,31709,N/A,N/A,N/A
001574,GEORGIA STATE UNIVERSITY,33 COURTLAND STREET,ATLANTA,GA,30303,N/A,N/A,N/A
001575,GORDON COLLEGE,419 COLLEGE DR,BARNESVILLE,GA,30204,N/A,N/A,N/A
001577,KENNESAW STATE UNIVERSITY,1000 CHASTAIN ROAD,KENNESAW,GA,30144,N/A,N/A,N/A
001578,LAGRANGE COLLEGE,601 BROAD ST,LA GRANGE,GA,30240,N/A,N/A,N/A
001579,AUGUSTA UNIVERSITY,1120 FIFTEENTH STREET,AUGUSTA,GA,30912,N/A,N/A,N/A
001580,MERCER UNIVERSITY,1501 MERCER UNIV DRIVE,MACON,GA,31207,N/A,N/A,N/A
001581,MIDDLE GEORGIA STATE UNIVERSITY,100 COLLEGE STATION DRIVE,MACON,GA,31206,N/A,N/A,N/A
001582,MOREHOUSE COLLEGE,830 WESTVIEW DR SW,ATLANTA,GA,30314,N/A,N/A,N/A
001583,MORRIS BROWN COLLEGE,643 MARTIN LUTHER KING JR DRIVE NW,ATLANTA,GA,30314,N/A,N/A,N/A
001585,UNIVERSITY OF NORTH GEORGIA,82 COLLEGE CIRCLE,DAHLONEGA,GA,30597,N/A,N/A,N/A
001586,OGLETHORPE UNIVERSITY,4484 PEACHTREE ROAD NE,ATLANTA,GA,30319,N/A,N/A,N/A
001587,PAINE COLLEGE,1235-15 STREET  10,AUGUSTA,GA,30901,N/A,N/A,N/A
001588,PIEDMONT UNIVERSITY,165 CENTRAL AVENUE,DEMOREST,GA,30535,N/A,N/A,N/A
001589,REINHARDT UNIVERSITY,7300 REINHARDT COLLEGE CIRCLE,WALESKA,GA,30183,N/A,N/A,N/A
001590,SAVANNAH STATE UNIVERSITY,3219 COLLEGE STREET,SAVANNAH,GA,31404,N/A,N/A,N/A
001591,SHORTER UNIVERSITY,315 SHORTER AVENUE,ROME,GA,30165,N/A,N/A,N/A
001592,SOUTH GEORGIA STATE COLLEGE,100 WEST COLLEGE PARK DRIVE,DOUGLAS,GA,31533,N/A,N/A,N/A
001594,SPELMAN COLLEGE,350 SPELMAN LN SW,ATLANTA,GA,30314,N/A,N/A,N/A
001596,TOCCOA FALLS COLLEGE,325 CHAPEL DRIVE,TOCCOA FALLS,GA,30598,N/A,N/A,N/A
001597,TRUETT MCCONNELL UNIVERSITY,100 ALUMNI DRIVE,CLEVELAND,GA,30528,N/A,N/A,N/A
001598,UNIVERSITY OF GEORGIA,220 HOLMES/HUNTER ACADEMIC BLDG,ATHENS,GA,30602,N/A,N/A,N/A
001599,VALDOSTA STATE UNIVERSITY,1500 N PATTERSON ST,VALDOSTA,GA,31698,N/A,N/A,N/A
001600,WESLEYAN COLLEGE,4760 FORSYTH RD,MACON,GA,31210,N/A,N/A,N/A
001601,UNIV OF WEST GEORGIA,1600 MAPLE ST,CARROLLTON,GA,30118,N/A,N/A,N/A
001602,GEORGIA COLLEGE & STATE UNIVERSITY,231 WEST HANCOCK STREET,MILLEDGEVILLE,GA,31061,N/A,N/A,N/A
001604,YOUNG HARRIS COLLEGE,PO BOX 247,YOUNG HARRIS,GA,30582,N/A,N/A,N/A
001605,CHAMINADE UNIV OF HONOLULU,3140 WAIALAE AVE,HONOLULU,HI,96816,N/A,N/A,N/A
001606,BRIGHAM YOUNG UNIV-HAWAII CAMPUS,55-220 KULANUI ST.,LAIE,HI,96762,N/A,N/A,N/A
001610,UNIVERSITY OF HAWAII AT MANOA,2444 DOLE STREET,HONOLULU,HI,96822,N/A,N/A,N/A
001611,UNIVERSITY OF HAWAII AT HILO,200 W. KAWILI ST/FIN AID OFC,HILO,HI,96720,N/A,N/A,N/A
001612,HONOLULU COMMUNITY COLLEGE,874 DILLINGHAM BLVD,HONOLULU,HI,96817,N/A,N/A,N/A
001613,KAPIOLANI COMMUNITY COLLEGE,4303 DIAMOND HEAD RD,HONOLULU,HI,96816,N/A,N/A,N/A
001614,KAUAI COMMUNITY COLLEGE,3-1901 KAUMUALII HIGHWAY,LIHUE,HI,96766,N/A,N/A,N/A
001615,UNIVERSITY OF HAWAII MAUI COLLEGE,310 WEST KAAHUMANU AVE,KAHULUI,HI,96732,N/A,N/A,N/A
001616,BOISE STATE UNIVERSITY,1910 UNIVERSITY DRIVE,BOISE,ID,83725,N/A,N/A,N/A
001617,"COLLEGE OF IDAHO, THE",2112 CLEVELAND BLVD  BOX 39,CALDWELL,ID,83605,N/A,N/A,N/A
001619,COLLEGE OF SOUTHERN IDAHO,315 FALLS AVE,TWIN FALLS,ID,83301,N/A,N/A,N/A
001620,IDAHO STATE UNIVERSITY,919 SOUTH 8TH STREET,POCATELLO,ID,83209,N/A,N/A,N/A
001621,LEWIS-CLARK STATE COLLEGE,500 8TH AVE,LEWISTON,ID,83501,N/A,N/A,N/A
001623,NORTH IDAHO COLLEGE,1000 W GARDEN AVE,COEUR D'ALENE,ID,83814,N/A,N/A,N/A
001624,NORTHWEST NAZARENE UNIVERSITY,623 HOLLY ST,NAMPA,ID,83686,N/A,N/A,N/A
001625,BRIGHAM YOUNG UNIVERSITY-IDAHO,100 KIMBALL BUILDING,REXBURG,ID,83460,N/A,N/A,N/A
001626,UNIVERSITY OF IDAHO,709 DEAKIN AVENUE,MOSCOW,ID,83844,N/A,N/A,N/A
001628,AMERICAN ACADEMY OF ART,332 S MICHIGAN AVE,CHICAGO,IL,60604,N/A,N/A,N/A
001633,AUGUSTANA COLLEGE,639 38TH ST,ROCK ISLAND,IL,61201,N/A,N/A,N/A
001634,AURORA UNIVERSITY,347 S GLADSTONE AVE,AURORA,IL,60506,N/A,N/A,N/A
001636,SOUTHWESTERN ILLINOIS COLLEGE,2500 CARLYLE AVE,BELLEVILLE,IL,62221,N/A,N/A,N/A
001638,BLACK HAWK COLLEGE,6600 34TH AVENUE,MOLINE,IL,61265,N/A,N/A,N/A
001639,BLACKBURN COLLEGE,700 COLLEGE AVENUE,CARLINVILLE,IL,62626,N/A,N/A,N/A
001640,PRAIRIE STATE COLLEGE,202 SOUTH HALSTED,CHICAGO HEIGHTS,IL,60411,N/A,N/A,N/A
001641,BRADLEY UNIVERSITY,1501 W BRADLEY AVE,PEORIA,IL,61625,N/A,N/A,N/A
001643,SPOON RIVER COLLEGE,23235 N COUNTY 22,CANTON,IL,61520,N/A,N/A,N/A
001648,TRUMAN COLLEGE,1145 W WILSON AVE,CHICAGO,IL,60640,N/A,N/A,N/A
001649,RICHARD J DALEY COLLEGE,7500 S PULASKI RD,CHICAGO,IL,60652,N/A,N/A,N/A
001650,CITY COLLEGES OF CHICAGO-MALCOLM X,1900 WEST JACKSON BLVD,CHICAGO,IL,60612,N/A,N/A,N/A
001652,HAROLD WASHINGTON COLLEGE,30 E LAKE ST,CHICAGO,IL,60601,N/A,N/A,N/A
001653,OLIVE-HARVEY COLLEGE,10001 SOUTH WOODLAWN AVE,CHICAGO,IL,60628,N/A,N/A,N/A
001654,KENNEDY KING COLLEGE,6800 S WENTWORTH AVE,CHICAGO,IL,60621,N/A,N/A,N/A
001655,WRIGHT COLLEGE,4300 N NARRAGANSETT AVE,CHICAGO,IL,60634,N/A,N/A,N/A
001657,MIDWESTERN UNIVERSITY,555 31ST ST,DOWNERS GROVE,IL,60515,N/A,N/A,N/A
